race_id,municipality,office,seats,candidates_registered
ON-trent-lakes-council-galway-cavendish,"Trent Lakes, Municipality of",councillor,2,3
ON-trent-lakes-council-harvey,"Trent Lakes, Municipality of",councillor,2,2
ON-trent-lakes-deputy-mayor,"Trent Lakes, Municipality of",deputy_mayor,1,1
ON-trent-lakes-mayor,"Trent Lakes, Municipality of",mayor,1,1
ON-trent-lakes-trustee-english-public,"Trent Lakes, Municipality of",trustee,1,1
ON-trent-lakes-trustee-english-separate,"Trent Lakes, Municipality of",trustee,1,3
ON-trent-lakes-trustee-french-separate,"Trent Lakes, Municipality of",trustee,1,0
ON-tudor-and-cashel-councillor,"Tudor and Cashel, Township of",councillor,3,3
ON-tudor-and-cashel-deputy-mayor,"Tudor and Cashel, Township of",deputy_mayor,1,1
ON-tudor-and-cashel-mayor,"Tudor and Cashel, Township of",mayor,1,1
ON-tweed-councillor,"Tweed, Municipality of",councillor,3,4
ON-tweed-deputy-mayor,"Tweed, Municipality of",deputy_mayor,1,2
ON-tweed-mayor,"Tweed, Municipality of",mayor,1,2
ON-tyendinaga-council,"Tyendinaga, Township of",councillor,,2
ON-tyendinaga-deputy-mayor,"Tyendinaga, Township of",deputy_mayor,1,1
ON-tyendinaga-mayor,"Tyendinaga, Township of",mayor,1,3
ON-tyendinaga-trustee-alcdsb,"Tyendinaga, Township of",trustee,1,0
ON-tyendinaga-trustee-cepeo,"Tyendinaga, Township of",trustee,1,0
ON-tyendinaga-trustee-csdcce,"Tyendinaga, Township of",trustee,1,1
ON-tyendinaga-trustee-hpedsb,"Tyendinaga, Township of",trustee,1,1
ON-uxbridge-council-w01,"Uxbridge, Township of",councillor,1,2
ON-uxbridge-council-w02,"Uxbridge, Township of",councillor,1,2
ON-uxbridge-council-w03,"Uxbridge, Township of",councillor,1,2
ON-uxbridge-council-w04,"Uxbridge, Township of",councillor,1,2
ON-uxbridge-council-w05,"Uxbridge, Township of",councillor,1,1
ON-uxbridge-mayor,"Uxbridge, Township of",mayor,1,3
ON-uxbridge-regional-councillor,"Uxbridge, Township of",regional_councillor,1,1
ON-val-rita-harty-council,"Val Rita-Harty, Township of",councillor,4,1
ON-val-rita-harty-mayor,"Val Rita-Harty, Township of",mayor,1,1
ON-vaughan-council-w01,"Vaughan, City of",councillor,1,2
ON-vaughan-council-w02,"Vaughan, City of",councillor,1,1
ON-vaughan-council-w03,"Vaughan, City of",councillor,1,1
ON-vaughan-council-w04,"Vaughan, City of",councillor,1,1
ON-vaughan-council-w05,"Vaughan, City of",councillor,1,1
ON-vaughan-mayor,"Vaughan, City of",mayor,1,1
ON-vaughan-regional-councillor-at-large,"Vaughan, City of",regional_councillor,4,6
ON-wainfleet-council,"Wainfleet, Township of",councillor,4,6
ON-wainfleet-mayor,"Wainfleet, Township of",mayor,1,1
ON-wainfleet-trustee-dsbn,"Wainfleet, Township of",trustee,1,0
ON-warwick-council-at-large,"Warwick, Township of",councillor,4,5
ON-warwick-mayor,"Warwick, Township of",mayor,1,1
ON-wasaga-beach-council-at-large,"Wasaga Beach, Town of",councillor,5,11
ON-wasaga-beach-deputy-mayor,"Wasaga Beach, Town of",deputy_mayor,1,2
ON-wasaga-beach-mayor,"Wasaga Beach, Town of",mayor,1,3
ON-waterloo-city-council-w01,"Waterloo, City of",councillor,1,1
ON-waterloo-city-council-w02,"Waterloo, City of",councillor,1,4
ON-waterloo-city-council-w03,"Waterloo, City of",councillor,1,2
ON-waterloo-city-council-w04,"Waterloo, City of",councillor,1,2
ON-waterloo-city-council-w05,"Waterloo, City of",councillor,1,4
ON-waterloo-city-council-w06,"Waterloo, City of",councillor,1,2
ON-waterloo-city-council-w07,"Waterloo, City of",councillor,1,1
ON-waterloo-city-mayor,"Waterloo, City of",mayor,1,1
ON-waterloo-regional-municipality-councillor-cambridge,"Waterloo, Regional Municipality of",regional_councillor,2,5
ON-waterloo-regional-municipality-councillor-kitchener,"Waterloo, Regional Municipality of",regional_councillor,4,9
ON-waterloo-regional-municipality-councillor-waterloo,"Waterloo, Regional Municipality of",regional_councillor,2,3
ON-wawa-councillor,"Wawa, Municipality of",councillor,4,5
ON-wawa-mayor,"Wawa, Municipality of",mayor,1,1
ON-wawa-trustee-adsb,"Wawa, Municipality of",trustee,1,1
ON-wawa-trustee-csdcno,"Wawa, Municipality of",trustee,1,0
ON-wawa-trustee-cspgno,"Wawa, Municipality of",trustee,1,0
ON-wawa-trustee-hscdsb,"Wawa, Municipality of",trustee,1,0
ON-welland-council-w01,"Welland, City of",councillor,2,2
ON-welland-council-w02,"Welland, City of",councillor,2,3
ON-welland-council-w03,"Welland, City of",councillor,2,3
ON-welland-council-w04,"Welland, City of",councillor,2,4
ON-welland-council-w05,"Welland, City of",councillor,2,2
ON-welland-council-w06,"Welland, City of",councillor,2,3
ON-welland-mayor,"Welland, City of",mayor,1,6
ON-welland-trustee-cscmonavenir,"Welland, City of",trustee,1,0
ON-welland-trustee-csviamonde,"Welland, City of",trustee,1,3
ON-welland-trustee-dsbn,"Welland, City of",trustee,1,2
ON-wellesley-council-ward1,"Wellesley, Township of",councillor,1,0
ON-wellesley-council-ward2,"Wellesley, Township of",councillor,1,0
ON-wellesley-council-ward3,"Wellesley, Township of",councillor,1,1
ON-wellesley-council-ward4,"Wellesley, Township of",councillor,1,0
ON-wellesley-mayor,"Wellesley, Township of",mayor,1,2
ON-wellington-north-council-w01,"Wellington North, Township of",councillor,1,3
ON-wellington-north-council-w02,"Wellington North, Township of",councillor,1,2
ON-wellington-north-council-w03,"Wellington North, Township of",councillor,1,1
ON-wellington-north-council-w04,"Wellington North, Township of",councillor,1,2
ON-wellington-north-county-councillor-w03,"Wellington North, Township of",county_councillor,1,1
ON-wellington-north-county-councillor-w04,"Wellington North, Township of",county_councillor,1,1
ON-wellington-north-mayor,"Wellington North, Township of",mayor,1,1
ON-wellington-north-trustee-ugdsb,"Wellington North, Township of",trustee,1,0
ON-wellington-north-trustee-wellingtoncdsb,"Wellington North, Township of",trustee,1,1
ON-west-elgin-council-at-large,"West Elgin, Municipality of",councillor,,5
ON-west-elgin-deputy-mayor,"West Elgin, Municipality of",deputy_mayor,1,1
ON-west-elgin-mayor,"West Elgin, Municipality of",mayor,1,1
ON-west-grey-council,"West Grey, Municipality of",councillor,,3
ON-west-grey-deputy-mayor,"West Grey, Municipality of",deputy_mayor,1,1
ON-west-grey-mayor,"West Grey, Municipality of",mayor,1,1
ON-west-lincoln-council-w01,"West Lincoln, Township of",councillor,2,3
ON-west-lincoln-council-w02,"West Lincoln, Township of",councillor,2,1
ON-west-lincoln-council-w03,"West Lincoln, Township of",councillor,2,2
ON-west-lincoln-mayor,"West Lincoln, Township of",mayor,1,1
ON-west-lincoln-trustee-dsbn-wainfleet-west-lincoln,"West Lincoln, Township of",trustee,1,0
ON-west-nipissing-council-ward1,"West Nipissing, Municipality of",councillor,1,1
ON-west-nipissing-council-ward2,"West Nipissing, Municipality of",councillor,1,1
ON-west-nipissing-council-ward3,"West Nipissing, Municipality of",councillor,1,4
ON-west-nipissing-council-ward4,"West Nipissing, Municipality of",councillor,1,1
ON-west-nipissing-council-ward5,"West Nipissing, Municipality of",councillor,1,0
ON-west-nipissing-council-ward6,"West Nipissing, Municipality of",councillor,1,1
ON-west-nipissing-council-ward7,"West Nipissing, Municipality of",councillor,1,1
ON-west-nipissing-council-ward8,"West Nipissing, Municipality of",councillor,1,1
ON-west-nipissing-mayor,"West Nipissing, Municipality of",mayor,1,3
ON-west-perth-council-fullarton,"West Perth, Municipality of",councillor,2,2
ON-west-perth-council-hibbert,"West Perth, Municipality of",councillor,2,2
ON-west-perth-council-logan,"West Perth, Municipality of",councillor,2,1
ON-west-perth-council-mitchell,"West Perth, Municipality of",councillor,3,1
ON-west-perth-deputy-mayor,"West Perth, Municipality of",deputy_mayor,1,1
ON-west-perth-mayor,"West Perth, Municipality of",mayor,1,2
ON-westport-councillor,"Westport, Village of",councillor,,6
ON-westport-mayor,"Westport, Village of",mayor,1,1
ON-whitby-council-w01,"Whitby, Town of",councillor,1,3
ON-whitby-council-w02,"Whitby, Town of",councillor,1,5
ON-whitby-council-w03,"Whitby, Town of",councillor,1,6
ON-whitby-council-w04,"Whitby, Town of",councillor,1,3
ON-whitby-mayor,"Whitby, Town of",mayor,1,3
ON-whitby-regional-councillor-w01,"Whitby, Town of",regional_councillor,1,2
ON-whitby-regional-councillor-w02,"Whitby, Town of",regional_councillor,1,2
ON-whitby-regional-councillor-w03,"Whitby, Town of",regional_councillor,1,2
ON-whitby-regional-councillor-w04,"Whitby, Town of",regional_councillor,1,2
ON-whitchurch-stouffville-council-w01,"Whitchurch-Stouffville, Town of",councillor,1,2
ON-whitchurch-stouffville-council-w02,"Whitchurch-Stouffville, Town of",councillor,1,5
ON-whitchurch-stouffville-council-w03,"Whitchurch-Stouffville, Town of",councillor,1,1
ON-whitchurch-stouffville-council-w04,"Whitchurch-Stouffville, Town of",councillor,1,3
ON-whitchurch-stouffville-council-w05,"Whitchurch-Stouffville, Town of",councillor,1,1
ON-whitchurch-stouffville-council-w06,"Whitchurch-Stouffville, Town of",councillor,1,2
ON-whitchurch-stouffville-mayor,"Whitchurch-Stouffville, Town of",mayor,1,1
ON-white-river-councillor,"White River, Township of",councillor,,4
ON-white-river-mayor,"White River, Township of",mayor,1,2
ON-whitestone-council,"Whitestone, Municipality of",councillor,4,4
ON-whitestone-mayor,"Whitestone, Municipality of",mayor,1,2
ON-whitewater-region-council-at-large,"Whitewater Region, Township of",councillor,5,4
ON-whitewater-region-deputy-mayor,"Whitewater Region, Township of",deputy_mayor,1,2
ON-whitewater-region-mayor,"Whitewater Region, Township of",mayor,1,1
ON-wilmot-council-w01,"Wilmot, Township of",councillor,1,1
ON-wilmot-council-w02,"Wilmot, Township of",councillor,1,0
ON-wilmot-council-w03,"Wilmot, Township of",councillor,1,1
ON-wilmot-council-w04,"Wilmot, Township of",councillor,2,2
ON-wilmot-mayor,"Wilmot, Township of",mayor,1,3
ON-windsor-council-w01,"Windsor, City of",councillor,1,1
ON-windsor-council-w02,"Windsor, City of",councillor,1,2
ON-windsor-council-w03,"Windsor, City of",councillor,1,1
ON-windsor-council-w04,"Windsor, City of",councillor,1,1
ON-windsor-council-w05,"Windsor, City of",councillor,1,3
ON-windsor-council-w06,"Windsor, City of",councillor,1,4
ON-windsor-council-w07,"Windsor, City of",councillor,1,2
ON-windsor-council-w08,"Windsor, City of",councillor,1,1
ON-windsor-council-w09,"Windsor, City of",councillor,1,0
ON-windsor-council-w10,"Windsor, City of",councillor,1,2
ON-windsor-mayor,"Windsor, City of",mayor,1,2
ON-wollaston-councillor,"Wollaston, Township of",councillor,3,2
ON-wollaston-deputy-mayor,"Wollaston, Township of",deputy_mayor,1,2
ON-wollaston-mayor,"Wollaston, Township of",mayor,1,3
ON-woodstock-council-at-large,"Woodstock, City of",councillor,4,7
ON-woodstock-deputy-mayor,"Woodstock, City of",deputy_mayor,1,3
ON-woodstock-mayor,"Woodstock, City of",mayor,1,2
ON-woodstock-regional-councillor-at-large,"Woodstock, City of",regional_councillor,1,2
ON-woodstock-trustee-cscprovidence,"Woodstock, City of",trustee,1,0
ON-woodstock-trustee-tvdsb,"Woodstock, City of",trustee,2,1
ON-woolwich-council-w01,"Woolwich, Township of",councillor,2,3
ON-woolwich-council-w02,"Woolwich, Township of",councillor,1,0
ON-woolwich-council-w03,"Woolwich, Township of",councillor,2,2
ON-woolwich-mayor,"Woolwich, Township of",mayor,1,3
ON-zorra-council-w01,"Zorra, Township of",councillor,1,1
ON-zorra-council-w02,"Zorra, Township of",councillor,1,1
ON-zorra-council-w03,"Zorra, Township of",councillor,1,1
ON-zorra-council-w04,"Zorra, Township of",councillor,1,1
ON-zorra-mayor,"Zorra, Township of",mayor,1,2
